序号,篇名,作者,刊名,发表时间,被引,自引,外引,文献总数
533,现代水墨创作思辨,杨喆,艺术研究,2019-10-15,1,0,1,892
534,水墨风格的CG插画在现代环境下的新思考,王芳,艺术研究,2019-10-15,0,0,0,892
535,传统文化视域下的高校艺术设计人才培育思考,任东改,艺术研究,2019-10-15,0,0,0,892
536,《如歌的行板.39》,田卫平,艺术研究,2019-10-15,0,0,0,892
537,《天地大美 心驰神往 笔随墨顺》,卢禹舜,艺术研究,2019-10-15,0,0,0,892
538,马艳丽作品,马艳丽,艺术研究,2019-10-15,0,0,0,892
539,黄茜作品,黄茜,艺术研究,2019-10-15,0,0,0,892
540,沙禹乔作品,沙禹乔,艺术研究,2019-10-15,0,0,0,892
541,于静霞作品,于静霞,艺术研究,2019-10-15,0,0,0,892
542,邢义杰作品,邢义杰,艺术研究,2019-10-15,0,0,0,892
543,周明明作品,周明明,艺术研究,2019-10-15,0,0,0,892
544,《精神家园系列.之四》,卢禹舜,艺术研究,2019-10-15,0,0,0,892
545,于亮作品,于亮,艺术研究,2019-10-15,0,0,0,892
546,吴志民作品,吴志民,艺术研究,2019-10-15,0,0,0,892
547,温丽华作品,温丽华,艺术研究,2019-10-15,0,0,0,892
548,黄文卿作品,黄文卿,艺术研究,2019-10-15,0,0,0,892
549,张天禹作品,张天禹,艺术研究,2019-10-15,0,0,0,892
550,孙铭作品,孙铭,艺术研究,2019-10-15,0,0,0,892
551,纯粹性存在的回归——马库斯·吕佩尔茨艺术与作品探析,侯博君,艺术研究,2019-10-15,0,0,0,892
552,藏族唐卡的色彩特征及运用规律研究,丁以涵,艺术研究,2019-10-15,9,0,9,892
553,13-16世纪欧洲坦培拉绘画语言的演变研究,张俊奎,艺术研究,2019-10-15,0,0,0,892
554,袁武水墨人物画研究,徐梅； 李小汾,艺术研究,2019-10-15,2,0,2,892
555,甘南藏区美术写生资源的考察——以迭部县为例,童福磊,艺术研究,2019-10-15,0,0,0,892
556,管剑作品,管剑,艺术研究,2019-10-15,0,0,0,892
557,杨放作品,杨放,艺术研究,2019-10-15,0,0,0,892
558,比亚兹莱晚期插画艺术特点,郑泓； 姚慧,艺术研究,2019-10-15,2,0,2,892
559,形式大于内容 还是内容大于形式——当下的书法热现象思考,代鹏,艺术研究,2019-10-15,0,0,0,892
560,油画创作中平面性绘画的空间研究,孙帝坤,艺术研究,2019-10-15,1,0,1,892
561,以描绘“大场景与小人物”的桑贝与安野光雅插画的对比研究,赵雅琪； 毛宗种,艺术研究,2019-10-15,0,0,0,892
562,刍议中国画形意观,张丹,艺术研究,2019-10-15,1,0,1,892
563,现代摄影中的视觉设计思维,李雪静,艺术研究,2019-10-15,2,0,2,892
564,版画创作的偶然性把握,胡玥,艺术研究,2019-10-15,0,0,0,892
565,设计让无形的服务被感知,王茜,艺术研究,2019-10-15,4,0,4,892
566,戈西娅·赫巴插画艺术风格研究,赵婉晴； 毛宗种,艺术研究,2019-10-15,1,0,1,892
567,中国传统艺术文化的高职《现代基础图案》教学改革初探,刘堃,艺术研究,2019-10-15,0,0,0,892
568,地域文化融入视觉传达设计的工作室教学探究——以福建特色文化为例,蔡洁,艺术研究,2019-10-15,4,0,4,892
569,基于“能力本位”观念下的视觉传达设计专业教学体系改革——以莆田学院工艺美院的课程设置为例,詹伟锋,艺术研究,2019-10-15,1,0,1,892
570,明清陇右文人书法创作生态摭谈,焦福维,艺术研究,2019-10-15,1,1,0,892
571,从酒器到水器——论匜的功能性转变,高泽,艺术研究,2019-10-15,1,0,1,892
572,信息图形设计的立体化表达,窦勤军； 田茵,艺术研究,2019-10-15,0,0,0,892
573,新课改下农村中小学音乐教育现状与改善对策,张章； 隋欣,艺术研究,2019-10-15,2,0,2,892
574,格式塔心理学对中小学舞蹈教育的启发,叶樱颖； 张薇,艺术研究,2019-10-15,4,0,4,892
575,幼儿钢琴教学中J·S巴赫作品的教学方法和诠释,朱靖靖； 隋欣,艺术研究,2019-10-15,0,0,0,892
576,学龄儿童绘画空白期教学探究,单巧娟； 黄凯,艺术研究,2019-10-15,0,0,0,892
577,井冈山红色文化在食品包装设计中的应用,王冬梅； 陈学文,艺术研究,2019-08-15,2,0,2,892
578,剪纸绘本本土化发展研究,黄美林,艺术研究,2019-08-15,5,0,5,892
579,探索花腰彝族马缨花纹样的现代服装转换,吴瑕； 胡越,艺术研究,2019-08-15,3,0,3,892
580,文化创意产业背景下的创新设计和实践研究,周辰,艺术研究,2019-08-15,5,0,5,892
581,浅析动漫衍生产品创意设计的重要性,石玉磊； 邵然； 李慧敏,艺术研究,2019-08-15,4,0,4,892
582,基于MOOC平台的混合式教学方法探究——以室内设计课程为例,周阳,艺术研究,2019-08-15,5,0,5,892
583,基于多目标视角的城市滨水区景观设计与应用,曾先国,艺术研究,2019-08-15,0,0,0,892
584,公共空间室内导识设计优化研究,章成华； 王冬梅,艺术研究,2019-08-15,0,0,0,892
585,浅析住宅室内设计的现代科学风水观,陈墨,艺术研究,2019-08-15,0,0,0,892
586,建造体验教学在建筑设计基础课程中的实践探索,王丹； 张茹茹,艺术研究,2019-08-15,0,0,0,892
587,文艺批评视阈中的德里达及其来路,李蔚,艺术研究,2019-08-15,1,0,1,892
588,新时代中国高校传统艺术教育的现代转型研究,杨冬,艺术研究,2019-08-15,0,0,0,892
589,禅宗影响下的宋代佛教艺术的探究,张国庆,艺术研究,2019-08-15,1,0,1,892
590,欲将心事付瑶琴 瑶琴弹彻相思调——元人爱情剧中的古琴书写,邹皓羽,艺术研究,2019-08-15,0,0,0,892
591,泰山传说故事的数字化发掘与传承研究——以《汉武帝泰山舍钱》为例,丰文君,艺术研究,2019-08-15,1,0,1,892
592,从高校人文课程古诗词唱诵编创艺术实践谈文化自信,李玲； 孟新芝,艺术研究,2019-08-15,1,0,1,892
593,人口老龄化背景下老年大学音乐教育现状、问题与思考——以沈阳市部分老年大学和社区老年教育中心为例,李光一； 张会艳,艺术研究,2019-08-15,1,0,1,892
594,论苏珊·朗格舞蹈幻象论的整体性意蕴,潘春枝,艺术研究,2019-08-15,2,0,2,892
595,音响时间的感知——德国作曲家拉亨曼的新音乐音响分类法简述,张莹,艺术研究,2019-08-15,1,0,1,892
596,关于高校民族声乐教学的多元化发展研究,刘瑾怡,艺术研究,2019-08-15,2,0,2,892
597,本土非遗音乐文化引入高校音乐专业教育的思考,景璟,艺术研究,2019-08-15,3,0,3,892
598,“互联网+”音乐教育的内涵及模式建构,刘莹； 朱嘉星,艺术研究,2019-08-15,5,0,5,892
599,非遗视角下民间音乐在高校音乐教育中的实践研究,杨茜,艺术研究,2019-08-15,1,0,1,892
600,美声唱法在中国声乐作品教学与演唱中的咬字问题,赵忠博,艺术研究,2019-08-15,1,0,1,892
601,高校非艺术专业大学生合唱团的训练教学——以青海师范大学教育学院合唱团为例,张莉； 张伟,艺术研究,2019-08-15,1,0,1,892
602,尼尔森交响曲的“结构重叠”特征探析,金玥,艺术研究,2019-08-15,0,0,0,892
603,无准备视唱中应注意的几个问题,黄河,艺术研究,2019-08-15,0,0,0,892
604,爵士钢琴演奏中的“大跨度”技术探讨,周婷婷,艺术研究,2019-08-15,3,0,3,892
605,东莞麒麟舞数字化保护与传承发展策略研究,张荣,艺术研究,2019-08-15,0,0,0,892
606,关于高校音乐教育践行非物质文化遗产理念的思考,董婷,艺术研究,2019-08-15,3,0,3,892
607,浅谈艺术舞蹈的体验、情感、意境,林诗晴,艺术研究,2019-08-15,1,0,1,892
608,关于扬琴伴奏艺术的思考,战威,艺术研究,2019-08-15,2,0,2,892
609,多声部音乐学习资源的“蝴蝶效应”,蓝洁莹,艺术研究,2019-08-15,1,0,1,892
610,萨克斯音色在演奏中的重要性,孙德胜,艺术研究,2019-08-15,4,0,4,892
611,布索尼《新音乐美学纲要》节选,布索尼； 王晓娜,艺术研究,2019-08-15,2,0,2,892
612,“中国学派”水墨动画的符号表征探析——以《牧笛》、《山水情》为例,张博； 黄永春,艺术研究,2019-08-15,5,0,5,892
613,电影《无问西东》的艺术形态学特征解析,范静静,艺术研究,2019-08-15,0,0,0,892
614,美国青年电影运动初析,钱海毅,艺术研究,2019-08-15,1,0,1,892
615,歌剧《水仙女》中《月亮颂》的创作特点及演唱技巧,冯莉娟,艺术研究,2019-08-15,2,0,2,892
616,旧酒装新“屏”——电影《网络谜踪》的流俗与创新,陈乐卅,艺术研究,2019-08-15,0,0,0,892
617,2011版电影《呼啸山庄》对族裔问题的演绎,张永怀,艺术研究,2019-08-15,1,0,1,892
618,中国校园话剧史与教学维度下《艺海丰碑》风格论,焦仕刚,艺术研究,2019-08-15,0,0,0,892
619,形神融合 临摹出彩——谈书法临习的“走形”与“传神”,鲁静静,艺术研究,2019-08-15,2,0,2,892
620,常玉作品的寓意性在题材上的表现,胡洁； 陈克义,艺术研究,2019-08-15,1,0,1,892
621,《都市夜景之校园》,张琨,艺术研究,2019-08-15,0,0,0,892
622,《权·衡》,张鑫,艺术研究,2019-08-15,0,0,0,892
623,《物语系列之三》,陆斌峰,艺术研究,2019-08-15,0,0,0,892
624,《赫哲记忆》,李宏伟,艺术研究,2019-08-15,0,0,0,892
625,《海报设计》课程与专业竞赛结合的教学方法研究,季然,艺术研究,2019-08-15,0,0,0,892
626,对高校绘画专业课程设计改革的研究,郭方明,艺术研究,2019-08-15,0,0,0,892
627,高校音乐学专业毕业设计体系双创相融的探索与实践,李月华； 张晓娟,艺术研究,2019-08-15,2,0,2,892
628,地域性特征在当代油画中的表现探析,苏启东,艺术研究,2019-08-15,3,0,3,892
629,中国吉祥图案在珠宝首饰展示设计中的运用,欧阳丽萍； 郑真,艺术研究,2019-08-15,6,0,6,892
630,实验水墨在新时期的探索与发展,张文娉； 王嘉伟,艺术研究,2019-08-15,1,0,1,892
631,《精神家园系列之四》,卢禹舜,艺术研究,2019-08-15,0,0,0,892
632,《如歌的行板.39》,田卫平,艺术研究,2019-08-15,0,0,0,892
633,《冬至》,唐卫强,艺术研究,2019-08-15,0,0,0,892
634,《安徽西递写生之三》,张立业,艺术研究,2019-08-15,0,0,0,892
635,《雪后的寂静》,魏毅,艺术研究,2019-08-15,0,0,0,892
636,《方窗之内》,苏鑫,艺术研究,2019-08-15,0,0,0,892
637,《白雪皑皑——暖冬》,刘浩廷,艺术研究,2019-08-15,0,0,0,892
638,《白雪皑皑——红房子》,刘浩廷,艺术研究,2019-08-15,0,0,0,892
639,陈非作品,陈非,艺术研究,2019-08-15,0,0,0,892
640,宋代婴戏图中女性形象的图像学研究,李玉华,艺术研究,2019-08-15,3,0,3,892
641,《赤壁赋》视觉传播新貌——张大千“赤壁图”研究,彭鹏； 彭程,艺术研究,2019-08-15,1,0,1,892
642,地方性知识与黑龙江学院派中国画的生成,郝树国,艺术研究,2019-08-15,0,0,0,892
643,以心会意——关于我的花鸟画创作体验,郭悦,艺术研究,2019-08-15,0,0,0,892
644,壮族传统元素在博物馆视觉传达设计的价值与功能,肖凯,艺术研究,2019-08-15,3,0,3,892
645,晚明玩虎轩刊《琵琶记》版画的绘稿者,蒋炜； 李烨,艺术研究,2019-08-15,1,1,0,892
646,符号学视角下的平面设计观察,郝奇,艺术研究,2019-08-15,1,0,1,892
647,浅谈烙画的艺术美——以亳州烙画为例,焦晓军,艺术研究,2019-08-15,3,0,3,892
648,市场需求驱动下服装表演模特侧重平面拍摄研究,吴亭其,艺术研究,2019-08-15,0,0,0,892
649,中国艺术的现代转换,杨锦华,艺术研究,2019-08-15,0,0,0,892
650,浅析谢赫六法论批评理论应用研究,王嘉伟； 杨一凡,艺术研究,2019-08-15,2,0,2,892
651,文化基因视野下地域性流变及活态传承探究,宁吉,艺术研究,2019-08-15,0,0,0,892
652,《竹下独憩》,高卉民,艺术研究,2019-08-15,0,0,0,892
653,中国文化产业管理之小议,岳亚,艺术研究,2019-08-15,0,0,0,892
654,博物馆数字化发展研究——以吉林省为例,柴婧,艺术研究,2019-08-15,5,0,5,892
655,打开学前教育之门的钥匙——绘本,滕菲菲,艺术研究,2019-08-15,0,0,0,892
656,职业价值观视野下的艺术生创意、创业与创新教育,刘鑫； 高国珍,艺术研究,2019-08-15,2,0,2,892
657,陶艺制作中现代与传统的结合,雷蕾,艺术研究,2019-07-08,4,0,4,892
658,儿童玩具中的汉字艺术,孙慧良； 王月； 杜鑫,艺术研究,2019-07-08,0,0,0,892
659,设计学视域下文化产业发展路径研究,李丹,艺术研究,2019-07-08,4,0,4,892
660,“工业设计史”课程意义、现状与教学方法,张白露,艺术研究,2019-07-08,4,0,4,892
661,新维度下的艺术品文创设计——以卢浮宫为例,薛莲,艺术研究,2019-07-08,0,0,0,892
662,产品创新视角下的宝庆竹刻保护策略研究,康胜； 张宗登,艺术研究,2019-07-08,2,0,2,892
663,徽州戏曲文化创意产品的研发与设计,李炜,艺术研究,2019-07-08,5,0,5,892
664,校园文化创意产品的设计研究与实践——以黑龙江外国语学院文创设计为例,陈迟； 魏海春,艺术研究,2019-07-08,13,0,13,892
665,谈室内乐与建筑的交相辉映,陈萌； 吴琼,艺术研究,2019-07-08,0,0,0,892
666,中西建筑交融碰撞——以上海专业考察为例,侯隽清,艺术研究,2019-07-08,1,0,1,892
667,壮族民居传统建筑地域表达,朱文娴； 张熹,艺术研究,2019-07-08,2,0,2,892
668,非遗项目纳入高职艺术通识课程体系的可行性研究,金心亦,艺术研究,2019-07-08,4,0,4,892
669,对当代电影改编文学名著的思考——以《安娜·卡列尼娜》的改编为例,孙玮志,艺术研究,2019-07-08,0,0,0,892
670,审美在中国高校钢琴专业中的教学与实践,刘柳； 马冬妮,艺术研究,2019-07-08,0,0,0,892
671,基于核心延展式课程体系的开放性实践模式——音乐学本科专业应用型人才培养方案及课程变革,蔡觉民,艺术研究,2019-07-08,2,0,2,892
672,蒙古族长调的历史文化演进与传承发展研究,项多； 珊丹,艺术研究,2019-07-08,2,0,2,892
673,浅析《唱论》在中国音乐史中的价值,刘媛媛,艺术研究,2019-07-08,3,0,3,892
674,谈声乐演唱与教学中的几点思考,李人亮,艺术研究,2019-07-08,1,0,1,892
675,一带一路背景下高校音乐专业双语教学的研究——以小提琴专业为例,钟易非,艺术研究,2019-07-08,2,0,2,892
676,徐沛东民族声乐作品艺术特征及在教学中的作用,毕莹,艺术研究,2019-07-08,2,0,2,892
677,音乐形象分析在多声部音乐教学中的运用,谢滨妃,艺术研究,2019-07-08,2,0,2,892
678,浅析莫扎特《A大调钢琴奏鸣曲》的演奏风格,马昕原,艺术研究,2019-07-08,2,0,2,892
679,高校本土歌舞乐进课堂实践与教学改革研究,陈岳琴,艺术研究,2019-07-08,1,0,1,892
680,关于国内电子和电声音乐发展的思考和分析,王曦,艺术研究,2019-07-08,0,0,0,892
681,齐尔品音乐创作对中国元素的运用研究,马莉,艺术研究,2019-07-08,2,0,2,892
682,张朝音乐创作中传统音乐的继承与运用,林怡俐,艺术研究,2019-07-08,7,0,7,892
683,探析柏辽兹《罗马狂欢节序曲》的创作特征,王晓璇,艺术研究,2019-07-08,1,0,1,892
684,刍议钢琴演奏心理障碍成因及其调控措施,陈思斯,艺术研究,2019-07-08,1,0,1,892
685,如何制作双排键电子琴民族音乐数据,姚海娇,艺术研究,2019-07-08,0,0,0,892
686,福州方言歌曲在高职院校的特色化教育策略,郭微谨,艺术研究,2019-07-08,0,0,0,892
687,清唱——歌唱心理与技巧运用的融合体现,陈映雪,艺术研究,2019-07-08,0,0,0,892
688,图书馆如何应对音乐与艺术院校发展的新需求——基于第三届全国音乐院校图书馆联盟会议的思考,毛维汉； 顾伟泉,艺术研究,2019-07-08,1,0,1,892
689,整体思维在贝多芬《F大调第一弦乐四重奏》演奏中的运用,黄雯倩,艺术研究,2019-07-08,0,0,0,892
690,艺术生态龛位视阈下的平果壮族嘹歌的传承与保护,李光华,艺术研究,2019-07-08,5,0,5,892
691,奥尔夫音乐教学法在民族音乐教育中的本土化研究,张韧洁,艺术研究,2019-07-08,3,0,3,892
692,关于筝乐团建设的思考,陈窈,艺术研究,2019-07-08,0,0,0,892
693,神性自然——瓦斯克斯神圣简约主义音乐的自然生态伦理观研究,许琛,艺术研究,2019-07-08,1,0,1,892
694,钢琴视觉调律软件在调律实践中的应用初探,路一平,艺术研究,2019-07-08,2,0,2,892
695,聂耳音乐创作中的民族风格透视,韩东,艺术研究,2019-07-08,0,0,0,892
696,超越时空的记忆——谈红色经典钢琴改编曲的“别样红”,周婷婷,艺术研究,2019-07-08,1,0,1,892
697,闽台客家音乐比较研究,廖旭华,艺术研究,2019-07-08,0,0,0,892
698,国内音乐心理学发展现状分析——基于第六届全国音乐心理学研讨会的调查,黄璇； 宋蓓,艺术研究,2019-07-08,3,0,3,892
699,多元文化背景下的广西客家民间音乐传播,汤则铭,艺术研究,2019-07-08,1,0,1,892
700,基于音乐类选秀节目《中国好歌曲》谈我国流行音乐的发展状况,冯文鹂,艺术研究,2019-07-08,1,0,1,892
701,非物质文化遗产的传承、保护现状研究——以重庆川剧为例,胡冰寒,艺术研究,2019-07-08,3,0,3,892
702,现实主义题材的人性忖量——以电影《我不是药神》为例,曹健,艺术研究,2019-07-08,6,0,6,892
703,简析抗战时期巴蜀地区中国画风格的形成与流变,郭悦,艺术研究,2019-07-08,0,0,0,892
704,《非自然风景No.5》,田楠楠,艺术研究,2019-07-08,0,0,0,892
705,德国造型艺术教学观感——从德国艺术学院绘画专业的授课方式中获得的感悟,李华麒,艺术研究,2019-07-08,0,0,0,892
706,《路》,房业晨,艺术研究,2019-07-08,0,0,0,892
707,“工学结合”下高校动漫人才培养研究,田永江,艺术研究,2019-07-08,1,0,1,892
708,艺术设计创新人才教育培养模式探索,郭丽,艺术研究,2019-07-08,4,0,4,892
709,基于“设计众包”的视觉传达设计专业教学模式的构建——以湖南人文科技学院为例,陈竑,艺术研究,2019-07-08,0,0,0,892
710,现代平面设计对于手绘艺术的应用及创新展示,孙岚,艺术研究,2019-07-08,7,0,7,892
711,《丝路漆语——大漆之敦煌系列一》,赵庆峰,艺术研究,2019-07-08,0,0,0,892
712,《骨》,张一帆,艺术研究,2019-07-08,0,0,0,892
713,历代婴戏图中女性形象的演变,李玉华,艺术研究,2019-07-08,3,0,3,892
714,19世纪点彩画派中绘画语言的探析——以修拉和西涅克为例,徐洁茜,艺术研究,2019-07-08,3,0,3,892
715,“互联网+”背景下传统漆艺产业发展及创新,肖禹蓁； 付巍； 孙福生,艺术研究,2019-07-08,4,0,4,892
716,《梦回南园系列》之四,姜巍,艺术研究,2019-07-08,0,0,0,892
717,《驱蚊》,刘维维,艺术研究,2019-07-08,0,0,0,892
718,《廉政公益——正清》,黄文卿,艺术研究,2019-07-08,0,0,0,892
719,《山海长寿山写生》,李岗,艺术研究,2019-07-08,0,0,0,892
720,《大云水·别留》,刘钻,艺术研究,2019-07-08,0,0,0,892
721,《八里地的黄昏》,张宾雁,艺术研究,2019-07-08,0,0,0,892
722,《雪路》,沙永汇,艺术研究,2019-07-08,0,0,0,892
723,两宋宫廷风俗画与民间风俗画中母亲角色比较研究,张梦甜,艺术研究,2019-07-08,1,0,1,892
724,黑龙江地域文化符号在漆器中的运用,白斌； 王冲； 肖禹蓁,艺术研究,2019-07-08,1,0,1,892
725,《庐山高图》中的意形观,佘月； 吴越滨,艺术研究,2019-07-08,0,0,0,892
726,形巧意深 臻于妙境——吴冠中绘画作品《故宫》之审美解读,陆艳清,艺术研究,2019-07-08,0,0,0,892
727,《朗乡的秋日之十》,方亮,艺术研究,2019-07-08,0,0,0,892
728,湖南非遗文化产业发展情况调查报告,黄璜,艺术研究,2019-07-08,2,0,2,892
729,学前教育专业美术课程建设策略研究,曹斌,艺术研究,2019-07-08,1,0,1,892
730,谈“互联网+”视域下应用型高校人文素质教育体系的构建,韩笑； 陈曦； 王飞雪,艺术研究,2019-07-08,2,0,2,892
731,钢琴教学中幼儿音乐表现力的培养,徐华菲,艺术研究,2019-07-08,2,0,2,892
732,当前中学校园合唱团的建设与实践初探,魏银丽,艺术研究,2019-07-08,4,0,4,892
733,创业型大学建设理念下的高校学术创业实证研究——以浙江农林大学文化学院笨鸟文创团队为例,蒋之炜； 宋明冬； 王旭烽,艺术研究,2019-07-08,0,0,0,892
734,互动平面广告探究,曾珑,艺术研究,2019-07-08,0,0,0,892
735,关于五禽戏的设计美学特征及价值的思考,方婕,艺术研究,2019-07-08,2,0,2,892
736,“双一流”背景下大学博物馆认知与构建,柴婧,艺术研究,2019-07-08,6,1,5,892
737,跨界设计理念在家具设计教学中的创新与实践,吴青浓,艺术研究,2019-05-10,4,0,4,892
738,中国非物质文化遗产的数字化保护与传播探究——以剪纸艺术为例,吴梦龙,艺术研究,2019-05-10,3,0,3,892
739,百雀羚三生花包装插画设计研究,肖瑶； 张康夫,艺术研究,2019-05-10,4,0,4,892
740,解析园林中石舫的装饰形态,管月,艺术研究,2019-05-10,0,0,0,892
741,关于泉州关帝庙中的图案应用研究,黄潘晓鑫,艺术研究,2019-05-10,0,0,0,892
742,城市滨河景观生态化设计研究——以南京市外秦淮河副支景观改造为例,曹加杰； 郑若楠； 吴向崇,艺术研究,2019-05-10,3,0,3,892
743,装饰色彩在室内设计中的实践探索,李妍,艺术研究,2019-05-10,6,0,6,892
744,丽江古城民居空间文化的探讨,张愫,艺术研究,2019-05-10,0,0,0,892
745,生态、文化与情感——新时代思想下环境设计的内涵,谭杰,艺术研究,2019-05-10,0,0,0,892
746,环境艺术设计中禅学元素的个性化表现,吴越,艺术研究,2019-05-10,2,0,2,892
747,构成元素在景观共享空间设计当中的运用,叶姗虹,艺术研究,2019-05-10,9,4,5,892
748,意象理论指导下特色小镇景观的分析与规划,姚璐； 孙博,艺术研究,2019-05-10,2,0,2,892
749,从印度到蓝田孔雀明王雕塑的形象看佛教美术中国化的过程,王卉,艺术研究,2019-05-10,1,0,1,892
750,美不自美 因人而彰——对波普艺术的再认识,李平； 文亚楠,艺术研究,2019-05-10,0,0,0,892
751,世界联觉组织及其研究初探,刘紫琪； 李红菊,艺术研究,2019-05-10,0,0,0,892
752,浅析图像意义,徐媛,艺术研究,2019-05-10,0,0,0,892
753,论意境之超越与境界之复归的时空对话,李亚楠,艺术研究,2019-05-10,0,0,0,892
754,高校艺术管理专业建设中的问题分析,王雨婷； 隋欣,艺术研究,2019-05-10,1,0,1,892
755,多元文化融合背景下的桃源瑜伽焰口研究,姚岚,艺术研究,2019-05-10,1,0,1,892
756,民族声乐对现代流行音乐文化的影响与启示,王莹莹,艺术研究,2019-05-10,1,0,1,892
757,以尼采音乐精神与孔子音乐精神对比分析中西悲剧意识,孙得川,艺术研究,2019-05-10,0,0,0,892
758,“音乐哈尔滨学”发展路径研究,王恒昕； 岳亚,艺术研究,2019-05-10,3,0,3,892
759,关于钢琴演奏中声乐艺术指导研究,北村香织,艺术研究,2019-05-10,1,0,1,892
760,中国女歌唱家“湖南现象”受地方音乐元素影响阐析,肖辉,艺术研究,2019-05-10,0,0,0,892
761,简论客家文化与客家舞蹈之间的关系,肖灿； 刘德欢,艺术研究,2019-05-10,2,0,2,892
762,亳州花戏楼木雕中戏曲舞蹈图像研究及价值——以“赵子龙长坂坡单骑救主”为例,孟凡翠,艺术研究,2019-05-10,0,0,0,892
763,中国歌剧对美声教学的重要性探究,毕莹,艺术研究,2019-05-10,3,0,3,892
764,感悟民族声乐 追求精益求精——“徐徐道来”徐晶晶独唱音乐会的演唱分析与教学启示,陈旭,艺术研究,2019-05-10,1,0,1,892
765,音乐美学素养在钢琴表演中的重要性,卲岚,艺术研究,2019-05-10,4,0,4,892
766,器官数字定位式教学中高音哼鸣的重要性,冯莉娟,艺术研究,2019-05-10,0,0,0,892
767,感伤流行音乐之禅宗旨趣——以《我的楼兰》为例,金永芝,艺术研究,2019-05-10,0,0,0,892
768,"从声乐教学中来,到声乐作品中去——论一首完整音乐作品的视唱练耳教学",于洋,艺术研究,2019-05-10,7,0,7,892
769,高等院校舞蹈教学中民族民间舞蹈的“风格性”研究,张焕婷,艺术研究,2019-05-10,5,0,5,892
770,中职院校学前教育声乐教学的诊断与反思,李光一,艺术研究,2019-05-10,1,0,1,892
771,诗意的“实现”——关于古筝演奏意境美的几点思考,李宜洺,艺术研究,2019-05-10,4,0,4,892
772,肢体语言在钢琴演奏中的表现功能及其运用原则,范巧洁,艺术研究,2019-05-10,1,0,1,892
773,流行音乐演唱中提升演唱技能的有效途径研究,冯文鹂,艺术研究,2019-05-10,5,0,5,892
774,奥尔与俄罗斯小提琴音乐艺术发展的探索,王亚莉,艺术研究,2019-05-10,0,0,0,892
775,基于心理学角度分析钢琴演奏艺术,周婷婷,艺术研究,2019-05-10,1,0,1,892
776,电影艺术中钢琴音乐的运用,于亚男,艺术研究,2019-05-10,4,0,4,892
777,作为电影镜像的历史故事改编——《龙之战》与《鸣梁海战》之比较,李思睿,艺术研究,2019-05-10,0,0,0,892
778,评西法大剧社的独幕剧——以2014年迎新公演为例,黄世智； 黄怡楹,艺术研究,2019-05-10,0,0,0,892
779,成长与救赎——读解影片《小小恋爱物语》,马千里,艺术研究,2019-05-10,0,0,0,892
780,浑源扇鼓的历史发展及音乐形态研究,佟鑫,艺术研究,2019-05-10,1,0,1,892
781,《梅》,高卉民,艺术研究,2019-05-10,0,0,0,892
782,《乾道——万物》,杜学辉,艺术研究,2019-05-10,0,0,0,892
783,《云开见山扇面系列之二》,姜英俊,艺术研究,2019-05-10,0,0,0,892
784,《茶》,郄家伟,艺术研究,2019-05-10,0,0,0,892
785,高千舒作品,高千舒,艺术研究,2019-05-10,0,0,0,892
786,《阆中古城》,袁伟旗,艺术研究,2019-05-10,0,0,0,892
787,陈非作品,陈非,艺术研究,2019-05-10,0,0,0,892
788,《月蚀与两生花》,王晶,艺术研究,2019-05-10,0,0,0,892
789,谈黑土湿地摄影的创作方法,胡晶,艺术研究,2019-05-10,0,0,0,892
790,李青萍抽象油画色彩语言研究,王未,艺术研究,2019-05-10,2,0,2,892
791,《亚威农少女》视觉图像分析,王为为,艺术研究,2019-05-10,1,0,1,892
792,扬州素髹漆器与宋代文人思潮的关联研究,胡美娇,艺术研究,2019-05-10,2,0,2,892
793,米勒《牧羊女》的视觉图像及对审美认知的影响,丛婷婷,艺术研究,2019-05-10,0,0,0,892
794,差异性之谜——尼古拉·费钦素描与油画的脱离,徐扬,艺术研究,2019-05-10,1,0,1,892
795,走进永康手艺人的世界——《永康手艺人口述史》书评,徐爽,艺术研究,2019-05-10,0,0,0,892
796,关于林纾山水画中的隐者情怀探微,陈丹,艺术研究,2019-05-10,0,0,0,892
797,心手之间——历时性语境下手工艺的关系研究,周鑫； 邹蕾,艺术研究,2019-05-10,0,0,0,892
798,刍议高翔山水画中的“奇”,刘晨,艺术研究,2019-05-10,0,0,0,892
799,宝宁寺明代水陆画的线描特点,李懿,艺术研究,2019-05-10,1,0,1,892
800,日本浮世绘对欧洲绘画的影响——以惠斯勒的作品为例,陈钰膳,艺术研究,2019-05-10,2,0,2,892
801,卷须的发展与南北朝云气纹,周月城,艺术研究,2019-05-10,0,0,0,892
802,高校书法课堂教学的新思考,纪铖,艺术研究,2019-05-10,3,0,3,892
803,视觉传达技术在产品包装设计中的应用,相静,艺术研究,2019-05-10,10,0,10,892
804,数字媒体技术在视觉传达设计中的体现与应用,张智铭； 古婷,艺术研究,2019-05-10,15,0,15,892
805,“涩”的笔法原理及对书法线条形质“美”的塑造,张锴锋,艺术研究,2019-05-10,0,0,0,892
806,高校艺术设计专业实训室基地建设管理思路研究,汪晟,艺术研究,2019-05-10,4,0,4,892
807,产品设计速写手绘训练方法探析,赵龙,艺术研究,2019-05-10,0,0,0,892
808,“文化+旅游”视域下的南通传统工艺助力乡村振兴研究,赵安,艺术研究,2019-05-10,3,0,3,892
